store_id,month,monthly_revenue_usd,monthly_customer_visits,avg_ticket_usd,renovated_store,renovation_month,post_renovation_period
S033,2025-03,37734,3782,9.6,True,2026-03,False
S033,2025-04,37479,3760,9.62,True,2026-03,False
S033,2025-05,37149,3801,9.67,True,2026-03,False
S033,2025-06,37060,3758,9.59,True,2026-03,False
S033,2025-07,36656,3698,9.64,True,2026-03,False
S033,2025-08,36393,3671,9.64,True,2026-03,False
S033,2025-09,36622,3656,9.72,True,2026-03,False
S033,2025-10,36032,3643,9.58,True,2026-03,False
S033,2025-11,36782,3636,9.64,True,2026-03,False
S033,2025-12,36342,3653,9.68,True,2026-03,False
S033,2026-01,37314,3772,9.63,True,2026-03,False
S033,2026-02,37021,3794,9.63,True,2026-03,False
S033,2026-03,41010,4051,10.02,True,2026-03,True
S033,2026-04,41353,4015,9.99,True,2026-03,True
S033,2026-05,41975,4056,9.88,True,2026-03,True
S033,2026-06,41051,4048,9.98,True,2026-03,True
S034,2025-01,17318,2705,6.75,False,,False
S034,2025-02,17555,2736,6.8,False,,False
S034,2025-03,17665,2744,6.83,False,,False
S034,2025-04,17708,2743,6.8,False,,False
S034,2025-05,17490,2744,6.79,False,,False
S034,2025-06,17340,2697,6.8,False,,False
S034,2025-07,17343,2698,6.78,False,,False
S034,2025-08,17173,2665,6.77,False,,False
S034,2025-09,17078,2634,6.82,False,,False
S034,2025-10,17433,2664,6.82,False,,False
S034,2025-11,17328,2663,6.82,False,,False
S034,2025-12,17734,2719,6.76,False,,False
S034,2026-01,18135,2750,6.88,False,,False
S034,2026-02,18375,2782,6.83,False,,False
S034,2026-03,18107,2765,6.85,False,,False
S034,2026-04,18149,2824,6.84,False,,False
S034,2026-05,18147,2760,6.88,False,,False
S034,2026-06,18228,2766,6.82,False,,False
S035,2025-01,13553,2433,5.27,True,2026-03,False
S035,2025-02,13315,2437,5.29,True,2026-03,False
S035,2025-03,13568,2440,5.31,True,2026-03,False
S035,2025-04,13465,2438,5.32,True,2026-03,False
S035,2025-05,13352,2397,5.29,True,2026-03,False
S035,2025-06,13249,2385,5.26,True,2026-03,False
S035,2025-07,13199,2334,5.3,True,2026-03,False
S035,2025-08,13301,2372,5.34,True,2026-03,False
S035,2025-09,13309,2365,5.29,True,2026-03,False
S035,2025-10,13407,2388,5.31,True,2026-03,False
S035,2025-11,13519,2418,5.32,True,2026-03,False
S035,2025-12,13821,2482,5.33,True,2026-03,False
S035,2026-01,13943,2487,5.29,True,2026-03,False
S035,2026-02,14184,2512,5.34,True,2026-03,False
S035,2026-03,15339,2599,5.47,True,2026-03,True
S035,2026-04,15056,2613,5.48,True,2026-03,True
S035,2026-05,15260,2593,5.52,True,2026-03,True
S035,2026-06,15062,2566,5.52,True,2026-03,True
S036,2025-01,24758,2985,8.35,False,,False
S036,2025-02,24805,2999,8.36,False,,False
S036,2025-03,25022,2987,8.32,False,,False
S036,2025-04,24822,2965,8.37,False,,False
S036,2025-05,24573,2918,8.33,False,,False
S036,2025-06,24622,2887,8.37,False,,False
S036,2025-07,24377,2978,8.43,False,,False
S036,2025-08,24559,2916,8.43,False,,False
S036,2025-09,25228,2941,8.41,False,,False
S036,2025-10,25070,3024,8.44,False,,False
S036,2025-11,25869,3044,8.39,False,,False
S036,2025-12,26164,3112,8.45,False,,False
S036,2026-01,26065,3125,8.47,False,,False
S036,2026-02,26255,3097,8.43,False,,False
S036,2026-03,26140,3110,8.4,False,,False
S036,2026-04,25877,3054,8.52,False,,False
S036,2026-05,25556,3041,8.52,False,,False
S036,2026-06,25211,2983,8.46,False,,False
S037,2025-01,24799,3016,7.96,False,,False
S037,2025-02,24641,3071,7.98,False,,False
S037,2025-03,24627,3052,7.99,False,,False
S037,2025-04,24486,3084,7.94,False,,False
S037,2025-05,24776,3076,7.98,False,,False
S037,2025-06,24483,3053,7.98,False,,False
S037,2025-07,23708,3014,7.92,False,,False
S037,2025-08,23805,2994,7.98,False,,False
S037,2025-09,23299,2918,7.97,False,,False
S037,2025-10,23632,2926,7.93,False,,False
S037,2025-11,23345,2920,7.95,False,,False
S037,2025-12,23431,2971,7.96,False,,False
S037,2026-01,23698,2963,7.97,False,,False
S037,2026-02,24021,3023,8.01,False,,False
S037,2026-03,24352,3036,7.9,False,,False
S037,2026-04,24022,3066,7.91,False,,False
S037,2026-05,24433,3043,7.9,False,,False
S037,2026-06,24576,2981,7.91,False,,False
S038,2025-01,23530,2622,9.56,False,,False
S038,2025-02,23985,2651,9.46,False,,False
S038,2025-03,23793,2642,9.5,False,,False
S038,2025-04,23797,2651,9.53,False,,False
S038,2025-05,23853,2595,9.48,False,,False
S038,2025-06,23156,2548,9.52,False,,False
S038,2025-07,23002,2539,9.48,False,,False
S038,2025-08,22350,2519,9.52,False,,False
S038,2025-09,22669,2505,9.45,False,,False
S038,2025-10,22490,2495,9.54,False,,False
S038,2025-11,22790,2535,9.51,False,,False
S038,2025-12,23035,2571,9.5,False,,False
S038,2026-01,23165,2575,9.42,False,,False
S038,2026-02,23297,2633,9.5,False,,False
S038,2026-03,23700,2643,9.51,False,,False
S038,2026-04,23626,2594,9.51,False,,False
S038,2026-05,23339,2596,9.51,False,,False
S038,2026-06,22795,2524,9.5,False,,False
S039,2025-01,27730,4181,6.4,False,,False
S039,2025-02,27960,4144,6.3,False,,False
S039,2025-03,27244,4128,6.4,False,,False
S039,2025-04,27155,4069,6.39,False,,False
S039,2025-05,26865,4031,6.37,False,,False
S039,2025-06,26599,3979,6.39,False,,False
S039,2025-07,26599,3996,6.39,False,,False
S039,2025-08,26609,3945,6.42,False,,False
S039,2025-09,26033,3974,6.38,False,,False
S039,2025-10,26564,3995,6.39,False,,False
S039,2025-11,27036,4051,6.41,False,,False
S039,2025-12,27321,4119,6.4,False,,False
S039,2026-01,27542,4095,6.37,False,,False
S039,2026-02,27473,4147,6.37,False,,False
S039,2026-03,27079,4117,6.36,False,,False
S039,2026-04,27269,4108,6.4,False,,False
S039,2026-05,27042,4050,6.32,False,,False
S039,2026-06,26658,4015,6.4,False,,False
S040,2025-01,12156,1373,9.45,False,,False
S040,2025-02,11868,1368,9.36,False,,False
S040,2025-03,11732,1376,9.42,False,,False
S040,2025-04,11795,1335,9.42,False,,False
S040,2025-05,11550,1348,9.39,False,,False
S040,2025-06,11491,1316,9.37,False,,False
S040,2025-07,11709,1309,9.34,False,,False
S040,2025-08,11677,1323,9.39,False,,False
S040,2025-09,11595,1335,9.38,False,,False
S040,2025-10,11827,1362,9.37,False,,False
S040,2025-11,11945,1374,9.4,False,,False
S040,2025-12,12012,1382,9.31,False,,False
S040,2026-01,12181,1381,9.34,False,,False
S040,2026-02,12134,1392,9.42,False,,False
S040,2026-03,12136,1375,9.37,False,,False
S040,2026-04,11839,1361,9.36,False,,False
S040,2026-05,11731,1351,9.42,False,,False
S040,2026-06,11635,1315,9.35,False,,False
S041,2025-01,36606,3579,9.74,False,,False
S041,2025-02,36774,3648,9.67,False,,False
S041,2025-03,37151,3680,9.72,False,,False
S041,2025-04,37523,3672,9.7,False,,False
S041,2025-05,37525,3694,9.73,False,,False
S041,2025-06,37258,3628,9.81,False,,False
S041,2025-07,36510,3597,9.76,False,,False
S041,2025-08,36228,3580,9.73,False,,False
S041,2025-09,36138,3502,9.7,False,,False
S041,2025-10,36141,3562,9.74,False,,False
S041,2025-11,36559,3520,9.73,False,,False
S041,2025-12,36432,3558,9.78,False,,False
S041,2026-01,36573,3582,9.76,False,,False
S041,2026-02,37749,3675,9.77,False,,False
S041,2026-03,37885,3705,9.79,False,,False
S041,2026-04,37512,3706,9.85,False,,False
S041,2026-05,37907,3749,9.76,False,,False
S041,2026-06,37633,3677,9.83,False,,False
S042,2025-01,15876,2062,8.2,False,,False
S042,2025-02,16127,2086,8.23,False,,False
S042,2025-03,15855,2119,8.19,False,,False
S042,2025-04,16179,2110,8.22,False,,False
S042,2025-05,16018,2072,8.22,False,,False
S042,2025-06,15961,2066,8.18,False,,False
S042,2025-07,15736,2020,8.22,False,,False
S042,2025-08,15453,2049,8.25,False,,False
S042,2025-09,15674,2018,8.21,False,,False
S042,2025-10,15425,2044,8.21,False,,False
S042,2025-11,15789,2097,8.25,False,,False
S042,2025-12,16209,2071,8.26,False,,False
S042,2026-01,16365,2130,8.3,False,,False
S042,2026-02,16339,2138,8.28,False,,False
S042,2026-03,16377,2146,8.29,False,,False
S042,2026-04,16427,2153,8.28,False,,False
S042,2026-05,16286,2135,8.29,False,,False
S042,2026-06,16409,2101,8.25,False,,False
S043,2025-01,32847,3676,9.57,False,,False
S043,2025-02,32710,3688,9.57,False,,False
S043,2025-03,32828,3702,9.63,False,,False
S043,2025-04,32900,3709,9.58,False,,False
S043,2025-05,32591,3663,9.55,False,,False
S043,2025-06,32532,3592,9.56,False,,False
S043,2025-07,31933,3547,9.55,False,,False
S043,2025-08,32007,3546,9.54,False,,False
S043,2025-09,32016,3582,9.65,False,,False
S043,2025-10,32467,3640,9.57,False,,False
S043,2025-11,33405,3713,9.68,False,,False
S043,2025-12,33387,3710,9.62,False,,False
S043,2026-01,33691,3775,9.59,False,,False
S043,2026-02,33724,3773,9.65,False,,False
S043,2026-03,34629,3753,9.71,False,,False
S043,2026-04,33988,3820,9.58,False,,False
S043,2026-05,33081,3688,9.67,False,,False
S043,2026-06,33250,3669,9.62,False,,False
S044,2025-01,17560,2173,7.98,False,,False
S044,2025-02,17677,2188,8.01,False,,False
S044,2025-03,17467,2163,8.05,False,,False
S044,2025-04,17296,2144,8.06,False,,False
S044,2025-05,17195,2125,8.08,False,,False
S044,2025-06,16969,2094,8.1,False,,False
S044,2025-07,17147,2122,8.04,False,,False
S044,2025-08,16905,2151,8.08,False,,False
S044,2025-09,17382,2134,8.13,False,,False
S044,2025-10,17517,2179,8.05,False,,False
S044,2025-11,18135,2193,8.09,False,,False
S044,2025-12,18005,2216,8.12,False,,False
S044,2026-01,17941,2212,8.13,False,,False
S044,2026-02,18129,2237,8.1,False,,False
S044,2026-03,18076,2221,8.12,False,,False
S044,2026-04,18068,2218,8.15,False,,False
S044,2026-05,17861,2173,8.12,False,,False
S044,2026-06,17893,2148,8.14,False,,False
S045,2025-01,17181,2071,8.14,False,,False
S045,2025-02,17759,2073,8.11,False,,False
S045,2025-03,17963,2107,8.1,False,,False
S045,2025-04,18056,2112,8.07,False,,False
S045,2025-05,18089,2128,8.15,False,,False
S045,2025-06,17984,2125,8.15,False,,False
S045,2025-07,17631,2056,8.18,False,,False
S045,2025-08,17483,2070,8.15,False,,False
S045,2025-09,17428,2047,8.13,False,,False
S045,2025-10,17503,2047,8.18,False,,False
S045,2025-11,17812,2054,8.15,False,,False
S045,2025-12,17994,2080,8.22,False,,False
S045,2026-01,18204,2112,8.23,False,,False
S045,2026-02,18647,2147,8.23,False,,False
S045,2026-03,18986,2206,8.21,False,,False
S045,2026-04,19003,2182,8.24,False,,False
S045,2026-05,19000,2199,8.23,False,,False
S045,2026-06,18782,2155,8.23,False,,False
S046,2025-01,20593,3030,6.52,False,,False
S046,2025-02,20904,3060,6.49,False,,False
S046,2025-03,20663,3061,6.49,False,,False
S046,2025-04,20819,3073,6.47,False,,False
S046,2025-05,20255,3025,6.5,False,,False
S046,2025-06,20072,2963,6.49,False,,False
S046,2025-07,20065,2944,6.49,False,,False
S046,2025-08,19806,2923,6.47,False,,False
S046,2025-09,19448,2878,6.39,False,,False
S046,2025-10,19601,2910,6.47,False,,False
S046,2025-11,19633,2934,6.47,False,,False
S046,2025-12,20001,2939,6.45,False,,False
S046,2026-01,20029,3001,6.46,False,,False
S046,2026-02,20408,3030,6.48,False,,False
S046,2026-03,20347,3035,6.47,False,,False
S046,2026-04,20589,3009,6.46,False,,False
S046,2026-05,20092,2973,6.47,False,,False
S046,2026-06,19783,2951,6.4,False,,False
S047,2025-01,17764,1861,9.33,False,,False
S047,2025-02,17360,1863,9.32,False,,False
S047,2025-03,17587,1863,9.25,False,,False
S047,2025-04,17259,1843,9.25,False,,False
S047,2025-05,17103,1834,9.25,False,,False
S047,2025-06,16661,1811,9.31,False,,False
S047,2025-07,16783,1772,9.27,False,,False
S047,2025-08,16656,1776,9.32,False,,False
S047,2025-09,16662,1789,9.29,False,,False
S047,2025-10,16558,1780,9.23,False,,False
S047,2025-11,17005,1827,9.23,False,,False
S047,2025-12,17129,1842,9.3,False,,False
S047,2026-01,17329,1858,9.28,False,,False
S047,2026-02,17172,1848,9.26,False,,False
S047,2026-03,17268,1847,9.27,False,,False
S047,2026-04,17296,1838,9.22,False,,False
S047,2026-05,16792,1803,9.26,False,,False
S047,2026-06,16675,1787,9.25,False,,False
S048,2025-01,24950,3925,5.98,False,,False
S048,2025-02,24721,3936,5.91,False,,False
S048,2025-03,24651,3946,5.96,False,,False
S048,2025-04,24076,3873,5.93,False,,False
S048,2025-05,23950,3805,5.97,False,,False
S048,2025-06,23602,3788,5.99,False,,False
S048,2025-07,23700,3813,5.99,False,,False
S048,2025-08,23595,3788,5.94,False,,False
S048,2025-09,23753,3823,5.95,False,,False
S048,2025-10,24294,3904,5.97,False,,False
S048,2025-11,24482,3956,5.91,False,,False
S048,2025-12,25208,3986,5.97,False,,False
S048,2026-01,24857,3987,5.96,False,,False
S048,2026-02,24679,3985,5.92,False,,False
S048,2026-03,24184,3914,5.95,False,,False
S048,2026-04,24326,3880,5.96,False,,False
S048,2026-05,24075,3839,5.97,False,,False
S048,2026-06,23504,3742,5.98,False,,False
S049,2025-01,17515,3368,5.57,False,,False
S049,2025-02,17813,3393,5.55,False,,False
S049,2025-03,17506,3448,5.57,False,,False
S049,2025-04,17709,3462,5.52,False,,False
S049,2025-05,18023,3431,5.56,False,,False
S049,2025-06,17676,3413,5.59,False,,False
S049,2025-07,17452,3423,5.61,False,,False
S049,2025-08,17431,3349,5.57,False,,False
S049,2025-09,17077,3314,5.55,False,,False
S049,2025-10,17021,3294,5.54,False,,False
S049,2025-11,17282,3315,5.61,False,,False
S049,2025-12,17490,3376,5.58,False,,False
S049,2026-01,17558,3359,5.58,False,,False
S049,2026-02,17807,3453,5.6,False,,False
S049,2026-03,17975,3448,5.61,False,,False
S049,2026-04,18091,3463,5.56,False,,False
S049,2026-05,18085,3509,5.57,False,,False
S049,2026-06,18024,3432,5.58,False,,False
S050,2025-01,31111,3019,9.83,False,,False
S050,2025-02,31310,3046,9.81,False,,False
S050,2025-03,32106,3047,9.8,False,,False
S050,2025-04,32167,3107,9.77,False,,False
S050,2025-05,31381,3026,9.74,False,,False
S050,2025-06,30831,2986,9.75,False,,False
S050,2025-07,30885,2988,9.74,False,,False
S050,2025-08,31211,2969,9.84,False,,False
S050,2025-09,30536,2911,9.78,False,,False
S050,2025-10,30667,2975,9.75,False,,False
S050,2025-11,30857,2985,9.79,False,,False
S050,2025-12,31957,3031,9.86,False,,False
S050,2026-01,31814,3063,9.82,False,,False
S050,2026-02,32244,3118,9.75,False,,False
S050,2026-03,31925,3134,9.79,False,,False
S050,2026-04,32079,3074,9.83,False,,False
S050,2026-05,32147,3062,9.87,False,,False
S050,2026-06,31496,3023,9.86,False,,False
S051,2025-01,25820,3234,8.09,False,,False
S051,2025-02,25590,3222,8.08,False,,False
S051,2025-03,25716,3232,8.06,False,,False
S051,2025-04,25852,3176,8.05,False,,False
S051,2025-05,25520,3166,8.1,False,,False
S051,2025-06,25093,3117,8.06,False,,False
S051,2025-07,25090,3106,8.11,False,,False
S051,2025-08,24801,3088,8.1,False,,False
S051,2025-09,25139,3121,8.12,False,,False
S051,2025-10,25517,3132,8.11,False,,False
S051,2025-11,25816,3149,8.12,False,,False
S051,2025-12,26155,3237,8.12,False,,False
S051,2026-01,26636,3283,8.13,False,,False
S051,2026-02,26809,3294,8.1,False,,False
S051,2026-03,26589,3284,8.2,False,,False
S051,2026-04,26376,3258,8.12,False,,False
S051,2026-05,25681,3211,8.1,False,,False
S051,2026-06,25871,3194,8.11,False,,False
S052,2025-01,26970,2904,9.15,False,,False
S052,2025-02,26882,2890,9.06,False,,False
S052,2025-03,26553,2840,9.09,False,,False
S052,2025-04,26181,2841,9.13,False,,False
S052,2025-05,26174,2799,9.12,False,,False
S052,2025-06,25837,2790,9.15,False,,False
S052,2025-07,26164,2773,9.19,False,,False
S052,2025-08,26277,2793,9.09,False,,False
S052,2025-09,26159,2842,9.19,False,,False
S052,2025-10,26880,2886,9.14,False,,False
S052,2025-11,27196,2920,9.16,False,,False
S052,2025-12,27517,2926,9.15,False,,False
S052,2026-01,27607,2961,9.14,False,,False
S052,2026-02,27549,2951,9.2,False,,False
S052,2026-03,27632,2944,9.14,False,,False
S052,2026-04,27574,2885,9.23,False,,False
S052,2026-05,27029,2885,9.15,False,,False
S052,2026-06,26924,2850,9.2,False,,False
S053,2025-01,18932,2322,7.91,False,,False
S053,2025-02,19544,2365,7.92,False,,False
S053,2025-03,19533,2367,7.93,False,,False
S053,2025-04,19295,2407,7.94,False,,False
S053,2025-05,19637,2376,7.98,False,,False
S053,2025-06,19146,2366,8.02,False,,False
S053,2025-07,19073,2375,7.98,False,,False
S053,2025-08,18800,2320,7.96,False,,False
S053,2025-09,18937,2319,8.02,False,,False
S053,2025-10,18698,2301,7.96,False,,False
S053,2025-11,19103,2321,8.0,False,,False
S053,2025-12,19355,2323,8.0,False,,False
S053,2026-01,19576,2367,8.01,False,,False
S053,2026-02,19717,2422,8.03,False,,False
S053,2026-03,19970,2447,8.02,False,,False
S053,2026-04,20298,2441,8.05,False,,False
S053,2026-05,20442,2461,8.05,False,,False
S053,2026-06,20269,2425,8.05,False,,False
S054,2025-01,14660,2176,6.45,False,,False
S054,2025-02,14731,2209,6.48,False,,False
S054,2025-03,14886,2218,6.5,False,,False
S054,2025-04,14817,2204,6.52,False,,False
S054,2025-05,14646,2243,6.5,False,,False
S054,2025-06,14439,2194,6.51,False,,False
S054,2025-07,14548,2161,6.46,False,,False
S054,2025-08,14486,2151,6.53,False,,False
S054,2025-09,14301,2157,6.53,False,,False
S054,2025-10,14814,2177,6.58,False,,False
S054,2025-11,14818,2193,6.57,False,,False
S054,2025-12,15149,2207,6.53,False,,False
S054,2026-01,15337,2269,6.63,False,,False
S054,2026-02,15657,2278,6.56,False,,False
S054,2026-03,15296,2286,6.56,False,,False
S054,2026-04,15716,2293,6.62,False,,False
S054,2026-05,15544,2281,6.61,False,,False
S054,2026-06,15334,2242,6.66,False,,False
S055,2025-01,17477,3398,5.22,False,,False
S055,2025-02,17461,3419,5.16,False,,False
S055,2025-03,17209,3385,5.18,False,,False
S055,2025-04,17430,3431,5.16,False,,False
S055,2025-05,16730,3327,5.21,False,,False
S055,2025-06,16525,3309,5.18,False,,False
S055,2025-07,16654,3293,5.15,False,,False
S055,2025-08,16505,3281,5.13,False,,False
S055,2025-09,16784,3245,5.13,False,,False
S055,2025-10,16769,3316,5.12,False,,False
S055,2025-11,16765,3336,5.19,False,,False
S055,2025-12,16931,3327,5.14,False,,False
S055,2026-01,17219,3389,5.16,False,,False
S055,2026-02,17403,3360,5.17,False,,False
S055,2026-03,17221,3381,5.14,False,,False
S055,2026-04,16737,3346,5.11,False,,False
S055,2026-05,16771,3300,5.1,False,,False
S055,2026-06,16432,3205,5.11,False,,False
S056,2025-01,20401,3029,6.76,False,,False
S056,2025-02,20300,2978,6.71,False,,False
S056,2025-03,20136,3010,6.7,False,,False
S056,2025-04,19562,2937,6.76,False,,False
S056,2025-05,19694,2882,6.73,False,,False
S056,2025-06,19557,2895,6.75,False,,False
S056,2025-07,19366,2854,6.69,False,,False
S056,2025-08,19234,2863,6.7,False,,False
S056,2025-09,19551,2862,6.7,False,,False
S056,2025-10,19716,2936,6.73,False,,False
S056,2025-11,19689,2977,6.73,False,,False
S056,2025-12,20166,3006,6.75,False,,False
S056,2026-01,20270,3020,6.7,False,,False
S056,2026-02,20220,2959,6.71,False,,False
S056,2026-03,20296,2961,6.74,False,,False
S056,2026-04,19627,2912,6.7,False,,False
S056,2026-05,19466,2875,6.73,False,,False
S056,2026-06,19256,2855,6.76,False,,False
S057,2025-01,31592,3348,8.32,True,2026-03,False
S057,2025-02,31930,3382,8.28,True,2026-03,False
S057,2025-03,32118,3469,8.3,True,2026-03,False
S057,2025-04,32691,3453,8.37,True,2026-03,False
S057,2025-05,32045,3444,8.29,True,2026-03,False
S057,2025-06,31837,3448,8.34,True,2026-03,False
S057,2025-07,32274,3370,8.31,True,2026-03,False
S057,2025-08,31405,3348,8.31,True,2026-03,False
S057,2025-09,30868,3272,8.33,True,2026-03,False
S057,2025-10,31061,3291,8.34,True,2026-03,False
S057,2025-11,31047,3334,8.3,True,2026-03,False
S057,2025-12,31552,3320,8.35,True,2026-03,False
S057,2026-01,31698,3400,8.3,True,2026-03,False
S057,2026-02,31467,3383,8.31,True,2026-03,False
S057,2026-03,34944,3594,8.51,True,2026-03,True
S057,2026-04,35284,3613,8.51,True,2026-03,True
S057,2026-05,35023,3642,8.54,True,2026-03,True
S057,2026-06,34496,3617,8.49,True,2026-03,True
S058,2025-01,34684,3848,9.6,False,,False
S058,2025-02,35520,3899,9.63,False,,False
S058,2025-03,35343,3846,9.55,False,,False
S058,2025-04,35556,3844,9.56,False,,False
S058,2025-05,35381,3775,9.6,False,,False
S058,2025-06,34625,3761,9.58,False,,False
S058,2025-07,34333,3768,9.56,False,,False
S058,2025-08,33629,3682,9.55,False,,False
S058,2025-09,33809,3703,9.55,False,,False
S058,2025-10,34565,3667,9.54,False,,False
S058,2025-11,34578,3715,9.63,False,,False
S058,2025-12,34760,3807,9.59,False,,False
S058,2026-01,36090,3845,9.61,False,,False
S058,2026-02,36003,3846,9.59,False,,False
S058,2026-03,35527,3893,9.57,False,,False
S058,2026-04,36352,3816,9.55,False,,False
S058,2026-05,35581,3852,9.58,False,,False
S058,2026-06,35432,3831,9.59,False,,False
S059,2025-01,29243,2991,9.15,False,,False
S059,2025-02,29485,3018,9.13,False,,False
S059,2025-03,29714,2997,9.15,False,,False
S059,2025-04,29119,2963,9.18,False,,False
S059,2025-05,28903,2952,9.12,False,,False
S059,2025-06,28788,2899,9.16,False,,False
S059,2025-07,28360,2867,9.13,False,,False
S059,2025-08,28238,2859,9.11,False,,False
S059,2025-09,28257,2916,9.2,False,,False
S059,2025-10,28568,2909,9.16,False,,False
S059,2025-11,29309,2942,9.19,False,,False
S059,2025-12,29536,2990,9.14,False,,False
S059,2026-01,29643,3019,9.2,False,,False
S059,2026-02,29315,3053,9.19,False,,False
S059,2026-03,29884,3049,9.22,False,,False
S059,2026-04,29410,2990,9.09,False,,False
S059,2026-05,29546,3001,9.17,False,,False
S059,2026-06,28314,2928,9.16,False,,False
S060,2025-01,11598,1277,8.66,False,,False
S060,2025-02,11482,1273,8.59,False,,False
S060,2025-03,11418,1274,8.66,False,,False
S060,2025-04,11190,1249,8.62,False,,False
S060,2025-05,11147,1231,8.62,False,,False
S060,2025-06,11112,1224,8.64,False,,False
S060,2025-07,11071,1220,8.68,False,,False
S060,2025-08,11103,1223,8.64,False,,False
S060,2025-09,11359,1252,8.73,False,,False
S060,2025-10,11461,1258,8.69,False,,False
S060,2025-11,11627,1277,8.62,False,,False
S060,2025-12,11823,1298,8.66,False,,False
S060,2026-01,11737,1307,8.65,False,,False
S060,2026-02,11732,1290,8.69,False,,False
S060,2026-03,11787,1276,8.66,False,,False
S060,2026-04,11633,1278,8.72,False,,False
S060,2026-05,11358,1265,8.73,False,,False
S060,2026-06,11303,1255,8.78,False,,False
S061,2025-01,16348,2552,6.72,False,,False
S061,2025-02,16207,2563,6.67,False,,False
S061,2025-03,16794,2596,6.71,False,,False
S061,2025-04,16859,2612,6.69,False,,False
S061,2025-05,16639,2608,6.68,False,,False
S061,2025-06,16755,2598,6.72,False,,False
S061,2025-07,16406,2567,6.73,False,,False
S061,2025-08,16157,2512,6.72,False,,False
S061,2025-09,16480,2538,6.71,False,,False
S061,2025-10,16325,2535,6.73,False,,False
S061,2025-11,16319,2564,6.75,False,,False
S061,2025-12,16537,2563,6.77,False,,False
S061,2026-01,16880,2606,6.76,False,,False
S061,2026-02,17001,2643,6.76,False,,False
S061,2026-03,17318,2639,6.75,False,,False
S061,2026-04,17359,2666,6.73,False,,False
S061,2026-05,17343,2647,6.71,False,,False
S061,2026-06,17305,2653,6.77,False,,False
S062,2025-01,18365,1989,8.88,False,,False
S062,2025-02,18538,2013,8.93,False,,False
S062,2025-03,18253,2037,8.92,False,,False
S062,2025-04,18803,2038,8.88,False,,False
S062,2025-05,18640,2012,8.92,False,,False
S062,2025-06,18693,1994,8.95,False,,False
S062,2025-07,18236,1960,8.89,False,,False
S062,2025-08,18282,1948,8.95,False,,False
S062,2025-09,18021,1950,8.98,False,,False
S062,2025-10,17855,1947,8.95,False,,False
S062,2025-11,18635,1991,8.97,False,,False
S062,2025-12,18676,2025,9.06,False,,False
S062,2026-01,19167,2044,9.0,False,,False
S062,2026-02,19346,2067,9.05,False,,False
S062,2026-03,19395,2083,8.97,False,,False
S062,2026-04,19159,2086,9.04,False,,False
S062,2026-05,19147,2061,9.01,False,,False
S062,2026-06,18870,2029,9.04,False,,False
S063,2025-01,24108,2906,7.66,True,2026-03,False
S063,2025-02,24256,2935,7.72,True,2026-03,False
S063,2025-03,24337,2964,7.69,True,2026-03,False
S063,2025-04,23988,2959,7.69,True,2026-03,False
S063,2025-05,23746,2904,7.77,True,2026-03,False
S063,2025-06,23765,2920,7.75,True,2026-03,False
S063,2025-07,23968,2816,7.68,True,2026-03,False
S063,2025-08,23847,2856,7.79,True,2026-03,False
S063,2025-09,24241,2873,7.76,True,2026-03,False
S063,2025-10,24277,2917,7.8,True,2026-03,False
S063,2025-11,24448,2999,7.79,True,2026-03,False
S063,2025-12,25054,3008,7.82,True,2026-03,False
S063,2026-01,25211,3035,7.75,True,2026-03,False
S063,2026-02,25432,3028,7.82,True,2026-03,False
S063,2026-03,27934,3206,7.97,True,2026-03,True
S063,2026-04,27828,3180,7.99,True,2026-03,True
S063,2026-05,27012,3177,8.0,True,2026-03,True
S063,2026-06,27172,3128,8.02,True,2026-03,True
S064,2025-01,20917,2944,6.88,False,,False
S064,2025-02,20576,2915,6.81,False,,False
S064,2025-03,20409,2894,6.85,False,,False
S064,2025-04,20158,2874,6.87,False,,False
S064,2025-05,19723,2807,6.87,False,,False
S064,2025-06,19708,2774,6.87,False,,False
S064,2025-07,19425,2775,6.84,False,,False
S064,2025-08,19497,2804,6.82,False,,False
S064,2025-09,19919,2818,6.84,False,,False
S064,2025-10,20151,2854,6.85,False,,False
S064,2025-11,19955,2885,6.85,False,,False
S064,2025-12,20234,2893,6.81,False,,False
S064,2026-01,20417,2912,6.79,False,,False
S064,2026-02,19981,2904,6.81,False,,False
S064,2026-03,20150,2890,6.82,False,,False
S064,2026-04,19871,2796,6.87,False,,False
S064,2026-05,19621,2753,6.84,False,,False
S064,2026-06,19400,2780,6.81,False,,False
S065,2025-01,17565,2308,7.01,True,2026-03,False
S065,2025-02,17965,2347,7.03,True,2026-03,False
S065,2025-03,17944,2338,7.0,True,2026-03,False
S065,2025-04,18270,2370,6.99,True,2026-03,False
S065,2025-05,18042,2355,7.01,True,2026-03,False
S065,2025-06,17707,2333,7.02,True,2026-03,False
S065,2025-07,18028,2316,7.04,True,2026-03,False
S065,2025-08,17514,2286,7.02,True,2026-03,False
S065,2025-09,17201,2244,6.97,True,2026-03,False
S065,2025-10,17302,2222,7.02,True,2026-03,False
S065,2025-11,17247,2234,7.01,True,2026-03,False
S065,2025-12,17465,2278,7.0,True,2026-03,False
S065,2026-01,17503,2303,7.0,True,2026-03,False
S065,2026-02,17712,2347,7.0,True,2026-03,False
S065,2026-03,19314,2480,7.16,True,2026-03,True
S065,2026-04,19396,2462,7.24,True,2026-03,True
S065,2026-05,19308,2461,7.22,True,2026-03,True
